2.3673671354913406,0.129,0.14,0.79,True,True
2.485441944401735,0.1312,0.09,0.85,True,True
2.343636038956369,0.3693,0.13,0.79,True,True
2.0717158606097956,0.2799,0.09,0.76,True,True
2.040891803753604,0.405,0.18,0.75,True,True
1.9447133100716172,0.3469,0.09,0.75,True,True
1.941468695166764,0.3904,0.2,0.74,True,True
1.827043946381587,0.364,0.11,0.84,True,True
1.807459517649025,0.4123,0.15,0.84,True,True
1.8382472300985058,0.396,0.11,0.83,True,True
1.7348120698503628,0.4345,0.22,0.79,True,True
1.6300474974759824,0.4244,0.13,0.82,True,True
1.5104007272963311,0.4923,0.13,0.78,True,True
1.2894322496310922,0.5271,0.15,0.78,True,True
1.2751446408071336,0.545,0.13,0.74,True,True
1.121726606681848,0.5881,0.11,0.74,True,True
1.1785942756446304,0.5843,0.16,0.75,True,True
1.0333441488302437,0.6248,0.16,0.68,True,True
1.0466684964811726,0.6205,0.23,0.66,True,True
0.9762925604346452,0.6479,0.17,0.66,True,True
0.9802914140330758,0.6409,0.24,0.61,True,True
0.8799690197987161,0.6788,0.12,0.67,True,True
0.8795859851654927,0.674,0.23,0.64,True,True
0.786574132503218,0.7189,0.22,0.56,True,True
0.8935331804737164,0.6711,0.24,0.53,True,True
0.7396230775459557,0.739,0.24,0.53,True,True
0.7920165821245522,0.7112,0.29,0.55,True,True
0.7044281864621836,0.7513,0.25,0.49,True,True
0.7512848677149244,0.7268,0.36,0.47,True,True
0.6655776789233943,0.7717,0.27,0.48,True,True
0.7167466596053664,0.7412,0.35,0.43,True,True
0.6444651053589621,0.7786,0.35,0.4,True,True
0.6851309323386782,0.7538,0.4,0.38,True,True
0.6477510120458664,0.7705,0.33,0.38,True,True
0.6834148671596673,0.7588,0.38,0.4,True,True
0.6524118629230815,0.7688,0.36,0.4,True,True
0.6389047805291073,0.772,0.41,0.38,True,True
0.625538316691757,0.7786,0.34,0.42,True,True
0.5794686549788068,0.8005,0.39,0.39,True,True
0.5445122957988909,0.8161,0.4,0.33,True,True
0.5626237788207972,0.8065,0.38,0.33,True,True
0.5825622675904802,0.7998,0.44,0.31,True,True
0.5659479834851185,0.8031,0.41,0.34,True,True
0.5372355331660835,0.8187,0.36,0.39,True,True
0.5452850084206101,0.8134,0.42,0.34,True,True
0.51953741272164,0.8253,0.38,0.34,True,True
0.5119195763662363,0.828,0.43,0.34,True,True
0.5399321277809751,0.817,0.45,0.35,True,True
0.4997290208651002,0.8326,0.39,0.34,True,True
0.4903875716552613,0.8378,0.43,0.32,True,True
